draft_player_id,draft_player_name,current_fpl_player_id,current_fpl_player_name,suggested_fpl_player_id,suggested_fpl_player_name,status,manual_override,notes
1,Raya,1,Raya,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
78,Kroupi.Jr,78,Kroupi.Jr,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
79,Evanilson,79,Evanilson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
80,Enes Ünal,80,Enes Ünal,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
81,Rodríguez,81,Rodríguez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
82,Kelleher,82,Kelleher,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
83,Valdimarsson,83,Valdimarsson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
84,Collins,84,Collins,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
85,Van den Berg,85,Van den Berg,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
86,Lewis-Potter,86,Lewis-Potter,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
87,Ajer,87,Ajer,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
88,Kayode,88,Kayode,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
89,Henry,89,Henry,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
90,Hickey,90,Hickey,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
91,Pinnock,91,Pinnock,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
92,Ji-soo,92,Ji-soo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
93,Schuster,93,Schuster,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
94,Schade,94,Schade,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
95,O.Dango,95,O.Dango,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
96,Damsgaard,96,Damsgaard,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
97,Jensen,97,Jensen,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
98,Janelt,98,Janelt,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
99,Milambo,99,Milambo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
100,Carvalho,100,Carvalho,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
101,Henderson,101,Henderson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
102,Yarmoliuk,102,Yarmoliuk,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
103,Dasilva,103,Dasilva,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
104,Onyeka,104,Onyeka,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
105,Anthony,105,Anthony,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
106,Thiago,106,Thiago,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
107,Furo,107,Furo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
108,Wilson,108,Wilson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
109,Verbruggen,109,Verbruggen,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
110,Rushworth,110,Rushworth,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
111,Steele,111,Steele,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
112,Van Hecke,112,Van Hecke,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
113,F.Kadıoğlu,113,F.Kadıoğlu,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
114,Boscagli,114,Boscagli,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
115,De Cuyper,115,De Cuyper,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
116,Dunk,116,Dunk,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
117,Coppola,117,Coppola,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
118,Igor,118,Igor,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
119,Costinha,119,Costinha,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
120,Svoboda,120,Svoboda,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
121,Mitoma,121,Mitoma,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
122,Minteh,122,Minteh,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
123,Hinshelwood,123,Hinshelwood,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
124,Groß,124,Groß,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
125,Georginio,125,Georginio,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
126,O'Riley,126,O'Riley,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
127,Gomez,127,Gomez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
128,Buonanotte,128,Buonanotte,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
129,Ayari,129,Ayari,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
130,Wieffer,130,Wieffer,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
131,Baleba,131,Baleba,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
132,Howell,132,Howell,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
133,Watson,133,Watson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
134,Oriola,134,Oriola,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
135,Yohanna,135,Yohanna,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
136,Welbeck,136,Welbeck,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
137,Tzimas,137,Tzimas,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
138,Kostoulas,138,Kostoulas,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
139,Ferguson,139,Ferguson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
140,Sánchez,140,Sánchez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
141,Jörgensen,141,Jörgensen,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
142,James,142,James,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
143,Chalobah,143,Chalobah,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
144,Gusto,144,Gusto,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
145,Fofana,145,Fofana,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
146,B.Badiashile,146,B.Badiashile,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
147,Tosin,147,Tosin,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
148,Hato,148,Hato,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
149,Colwill,149,Colwill,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
150,M.Sarr,150,M.Sarr,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
151,Acheampong,151,Acheampong,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
152,Palestra,152,Palestra,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
153,Disasi,153,Disasi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
154,Palmer,154,Palmer,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
155,Enzo,155,Enzo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
156,Neto,156,Neto,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
157,Estêvão,157,Estêvão,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
158,Gittens,158,Gittens,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
159,Caicedo,159,Caicedo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
160,Garnacho,160,Garnacho,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
161,Lavia,161,Lavia,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
162,Andrey Santos,162,Andrey Santos,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
163,D.Essugo,163,D.Essugo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
164,Quenda,164,Quenda,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
165,João Pedro,165,João Pedro,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
166,N.Jackson,166,N.Jackson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
167,Delap,167,Delap,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
168,Marc Guiu,168,Marc Guiu,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
169,Mheuka,169,Mheuka,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
170,Emegha,170,Emegha,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
171,Dovin,171,Dovin,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
172,Wilson,172,Wilson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
173,Thomas,173,Thomas,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
174,Kitching,174,Kitching,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
175,van Ewijk,175,van Ewijk,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
176,Dasilva,176,Dasilva,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
177,Kesler-Hayden,177,Kesler-Hayden,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
178,Bidwell,178,Bidwell,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
179,Latibeaudiere,179,Latibeaudiere,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
180,Woolfenden,180,Woolfenden,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
181,Brau,181,Brau,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
182,Amenda,182,Amenda,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
183,Rudoni,183,Rudoni,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
184,Grimes,184,Grimes,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
185,Sakamoto,185,Sakamoto,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
186,Mason-Clark,186,Mason-Clark,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
187,Eccles,187,Eccles,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
188,Torp,188,Torp,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
189,Shepherd,189,Shepherd,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
190,Tchaouna,190,Tchaouna,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
191,Borges Rodrigues,191,Borges Rodrigues,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
192,Andrews,192,Andrews,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
193,Wright,193,Wright,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
194,Thomas-Asante,194,Thomas-Asante,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
195,Simms,195,Simms,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
196,Markelo,196,Markelo,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
197,Bassette,197,Bassette,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
198,Henderson,198,Henderson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
199,Benitez,199,Benitez,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
200,Lacroix,200,Lacroix,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
201,Muñoz,201,Muñoz,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
202,Richards,202,Richards,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
203,Canvot,203,Canvot,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
204,Mitchell,204,Mitchell,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
205,Sosa,205,Sosa,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
206,Chadi Riad,206,Chadi Riad,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
207,Mingueza,207,Mingueza,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
208,Sarr,208,Sarr,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
209,Johnson,209,Johnson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
210,Wharton,210,Wharton,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
211,Yeremy,211,Yeremy,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
212,Hughes,212,Hughes,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
213,Lerma,213,Lerma,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
214,Kamada,214,Kamada,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
215,Devenny,215,Devenny,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
216,Esse,216,Esse,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
217,M.França,217,M.França,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
218,Doucouré,218,Doucouré,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
219,J.Rak-Sakyi,219,J.Rak-Sakyi,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
220,Cardines,220,Cardines,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
221,Drakes-Thomas,221,Drakes-Thomas,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
222,Strand Larsen,222,Strand Larsen,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
223,Mateta,223,Mateta,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
224,Nketiah,224,Nketiah,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
225,Uche,225,Uche,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
226,Pickford,226,Pickford,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
227,Travers,227,Travers,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
228,King,228,King,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
229,Tarkowski,229,Tarkowski,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
230,Branthwaite,230,Branthwaite,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
231,Keane,231,Keane,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
232,O'Brien,232,O'Brien,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
233,Mykolenko,233,Mykolenko,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
234,Patterson,234,Patterson,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
235,Aznou,235,Aznou,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
236,Dewsbury-Hall,236,Dewsbury-Hall,,,MATCH / UNVERIFIED,no,Suggestions use unique exact normalized names ONLY; verify manually.
